actual_mime,extension_mismatch,id,source_url,path,asset_type,width,height,bytes,download_status,production_status,recommended_section,quality_notes,sha256,provider_name,provider_category,source_pages
,,asset-2c24ddb85691,https://skysend.ru/cache/com_zoo/images/instruction_nanoprotech_f01b0cac34c5d49f53337308564f6b2b.png,,excluded,,,,not-downloaded,excluded,,"Нерелевантный раздел, дубль thumbnail, устаревшая декоративная иконка, промо либо служебная графика. Не входит в комплект для разработки.",,,,download__6.html
,,asset-70eef3fa69d6,https://skysend.ru/cache/com_zoo/images/instruction_order_sale_3b98badf2166073797809df8e394dd88.png,,excluded,,,,not-downloaded,excluded,,"Нерелевантный раздел, дубль thumbnail, устаревшая декоративная иконка, промо либо служебная графика. Не входит в комплект для разработки.",,,,download__4.html
,,asset-44176d262bcf,https://skysend.ru/cache/com_zoo/images/instruction_rma_a56b2fa59893c3a0786936ac9d73433e.png,,excluded,,,,not-downloaded,excluded,,"Нерелевантный раздел, дубль thumbnail, устаревшая декоративная иконка, промо либо служебная графика. Не входит в комплект для разработки.",,,,download__8.html
,,asset-b0d3840f16be,https://skysend.ru/cache/com_zoo/images/instruction_rma_android_e36015dabf163af9922695c2b0bce2c8.png,,excluded,,,,not-downloaded,excluded,,"Нерелевантный раздел, дубль thumbnail, устаревшая декоративная иконка, промо либо служебная графика. Не входит в комплект для разработки.",,,,download__4.html
,,asset-be4ac39b08d3,https://skysend.ru/cache/com_zoo/images/list_po_47932b5fe1b5baf4ca67d8bbfdb3f43b.png,,excluded,,,,not-downloaded,excluded,,"Нерелевантный раздел, дубль thumbnail, устаревшая декоративная иконка, промо либо служебная графика. Не входит в комплект для разработки.",,,,download__2.html
,,asset-dd7ada323383,https://skysend.ru/cache/com_zoo/images/logotip_gk_d41683612169990e6b300d67fa47af67.png,,excluded,,,,not-downloaded,excluded,,"Нерелевантный раздел, дубль thumbnail, устаревшая декоративная иконка, промо либо служебная графика. Не входит в комплект для разработки.",,,,download__10.html | download__9.html
,,asset-70cf9f9f91a2,https://skysend.ru/cache/com_zoo/images/memo_income_agent_bb5fe8ca34dafde459067d2241c33aa6.png,,excluded,,,,not-downloaded,excluded,,"Нерелевантный раздел, дубль thumbnail, устаревшая декоративная иконка, промо либо служебная графика. Не входит в комплект для разработки.",,,,download__8.html | download__9.html
,,asset-a03115602cea,https://skysend.ru/cache/com_zoo/images/nanoprotech_fbcb269cdb0a177e98025babd5ba1930.png,,excluded,,,,not-downloaded,excluded,,"Нерелевантный раздел, дубль thumbnail, устаревшая декоративная иконка, промо либо служебная графика. Не входит в комплект для разработки.",,,,download__5.html
,,asset-4112dbe3b498,https://skysend.ru/cache/com_zoo/images/offer_advertiser_c251b45cce2d8253eac15e989c22f9d6.png,,excluded,,,,not-downloaded,excluded,,"Нерелевантный раздел, дубль thumbnail, устаревшая декоративная иконка, промо либо служебная графика. Не входит в комплект для разработки.",,,,download.html
,,asset-367ae1c6ad83,https://skysend.ru/cache/com_zoo/images/offer_agent_d9d927686f47091e09afb5fcf853534c.png,,excluded,,,,not-downloaded,excluded,,"Нерелевантный раздел, дубль thumbnail, устаревшая декоративная иконка, промо либо служебная графика. Не входит в комплект для разработки.",,,,download__5.html
,,asset-3da8a77cc637,https://skysend.ru/cache/com_zoo/images/offer_dealer_e5ad85c56d6899a2d316ec224cd32c56.png,,excluded,,,,not-downloaded,excluded,,"Нерелевантный раздел, дубль thumbnail, устаревшая декоративная иконка, промо либо служебная графика. Не входит в комплект для разработки.",,,,download__5.html
,,asset-dfeffe700a28,https://skysend.ru/cache/com_zoo/images/offer_po_42f732a282b2814970d5fd38cbd687b3.png,,excluded,,,,not-downloaded,excluded,,"Нерелевантный раздел, дубль thumbnail, устаревшая декоративная иконка, промо либо служебная графика. Не входит в комплект для разработки.",,,,download__2.html
,,asset-015469b1bbf1,https://skysend.ru/cache/com_zoo/images/overdraft_application_2d514d768147b66bc984481044703fea.png,,excluded,,,,not-downloaded,excluded,,"Нерелевантный раздел, дубль thumbnail, устаревшая декоративная иконка, промо либо служебная графика. Не входит в комплект для разработки.",,,,download__7.html
,,asset-cba1e3ad7d51,https://skysend.ru/cache/com_zoo/images/partner_advertising_eb6168a9964d49054cbb630e20740d3f.png,,excluded,,,,not-downloaded,excluded,,"Нерелевантный раздел, дубль thumbnail, устаревшая декоративная иконка, промо либо служебная графика. Не входит в комплект для разработки.",,,,download__5.html
,,asset-b263acb3eed8,https://skysend.ru/cache/com_zoo/images/partnership_provider_971f86bd2bbb030f85674c8a57708cb5.png,,excluded,,,,not-downloaded,excluded,,"Нерелевантный раздел, дубль thumbnail, устаревшая декоративная иконка, промо либо служебная графика. Не входит в комплект для разработки.",,,,download__4.html
,,asset-e0d11191a5fe,https://skysend.ru/cache/com_zoo/images/pdf_d460d52e6b3c459833b95a79d71c73ce.png,,excluded,,,,not-downloaded,excluded,,"Нерелевантный раздел, дубль thumbnail, устаревшая декоративная иконка, промо либо служебная графика. Не входит в комплект для разработки.",,,,download__6.html | download__7.html
,,asset-7c0b23c84b00,https://skysend.ru/cache/com_zoo/images/preprocessing_59cff45b6d6f51180006852bba610525.png,,excluded,,,,not-downloaded,excluded,,"Нерелевантный раздел, дубль thumbnail, устаревшая декоративная иконка, промо либо служебная графика. Не входит в комплект для разработки.",,,,download__6.html
,,asset-e7d2ab4973a7,https://skysend.ru/cache/com_zoo/images/presentation_advertising_262cc929388f36a16dc83d0f35f56c07.png,,excluded,,,,not-downloaded,excluded,,"Нерелевантный раздел, дубль thumbnail, устаревшая декоративная иконка, промо либо служебная графика. Не входит в комплект для разработки.",,,,download__3.html
,,asset-c55ea0354e0d,https://skysend.ru/cache/com_zoo/images/presentation_videoadvertising_d5eb997f9650195d09236c0a67b84bfc.png,,excluded,,,,not-downloaded,excluded,,"Нерелевантный раздел, дубль thumbnail, устаревшая декоративная иконка, промо либо служебная графика. Не входит в комплект для разработки.",,,,download__6.html
,,asset-356daa0d32a6,https://skysend.ru/cache/com_zoo/images/price_fastpay_455f68ed10da1d07c75ecd5d87d7d2cd.jpg,,excluded,,,,not-downloaded,excluded,,"Нерелевантный раздел, дубль thumbnail, устаревшая декоративная иконка, промо либо служебная графика. Не входит в комплект для разработки.",,,,download__7.html
,,asset-ae15538170bc,https://skysend.ru/cache/com_zoo/images/price_services_832bde3840a966f56360c28b53114992.png,,excluded,,,,not-downloaded,excluded,,"Нерелевантный раздел, дубль thumbnail, устаревшая декоративная иконка, промо либо служебная графика. Не входит в комплект для разработки.",,,,download__10.html | download__9.html
,,asset-fab07e3b908f,https://skysend.ru/cache/com_zoo/images/processing_providers_036b7647f166bbc0709cacb5e99cdf3b.png,,excluded,,,,not-downloaded,excluded,,"Нерелевантный раздел, дубль thumbnail, устаревшая декоративная иконка, промо либо служебная графика. Не входит в комплект для разработки.",,,,download__6.html
,,asset-18555fd13201,https://skysend.ru/cache/com_zoo/images/profit_2b4d3f94ea11dc51a003177823bb1672.png,,excluded,,,,not-downloaded,excluded,,"Нерелевантный раздел, дубль thumbnail, устаревшая декоративная иконка, промо либо служебная графика. Не входит в комплект для разработки.",,,,download.html
,,asset-9ec1d516b26e,https://skysend.ru/cache/com_zoo/images/regulations_advertising_b800ad9360b32d3bfb516a02af76b15a.png,,excluded,,,,not-downloaded,excluded,,"Нерелевантный раздел, дубль thumbnail, устаревшая декоративная иконка, промо либо служебная графика. Не входит в комплект для разработки.",,,,download__5.html
,,asset-30b1c9ec7607,https://skysend.ru/cache/com_zoo/images/regulations_dealer_0667a02fcfe572864d81fcafd0fc4b60.png,,excluded,,,,not-downloaded,excluded,,"Нерелевантный раздел, дубль thumbnail, устаревшая декоративная иконка, промо либо служебная графика. Не входит в комплект для разработки.",,,,download__4.html
,,asset-fb1474c4263d,https://skysend.ru/cache/com_zoo/images/regulations_support_9e682cf550e2935dcfbf58e5a168f91d.png,,excluded,,,,not-downloaded,excluded,,"Нерелевантный раздел, дубль thumbnail, устаревшая декоративная иконка, промо либо служебная графика. Не входит в комплект для разработки.",,,,download__5.html
,,asset-cddd33e01d60,https://skysend.ru/cache/com_zoo/images/regulations_training_dealer_aa699c77e8d82d757e2e47a87346a826.png,,excluded,,,,not-downloaded,excluded,,"Нерелевантный раздел, дубль thumbnail, устаревшая декоративная иконка, промо либо служебная графика. Не входит в комплект для разработки.",,,,download__5.html
,,asset-868d6ecc396a,https://skysend.ru/cache/com_zoo/images/rules_of_the_skysend_00d0afcfcdbabd90724f2f2502b9c492.png,,excluded,,,,not-downloaded,excluded,,"Нерелевантный раздел, дубль thumbnail, устаревшая декоративная иконка, промо либо служебная графика. Не входит в комплект для разработки.",,,,download__11.html
,,asset-c4450042f3f7,https://skysend.ru/cache/com_zoo/images/rules_of_the_skysend_3d393926fe300beeebbdc40828b0ed64.png,,excluded,,,,not-downloaded,excluded,,"Нерелевантный раздел, дубль thumbnail, устаревшая декоративная иконка, промо либо служебная графика. Не входит в комплект для разработки.",,,,pravila-sistemy.html
,,asset-3bf702e468b0,https://skysend.ru/cache/com_zoo/images/screenshots_fastsys_df16e5047cd3e7faae0384b4700cf4fc.png,,excluded,,,,not-downloaded,excluded,,"Нерелевантный раздел, дубль thumbnail, устаревшая декоративная иконка, промо либо служебная графика. Не входит в комплект для разработки.",,,,download__8.html
,,asset-64156cafceed,https://skysend.ru/cache/com_zoo/images/skrin_activities_1157212da9b0e929d4e4761a4120747b.png,,excluded,,,,not-downloaded,excluded,,"Нерелевантный раздел, дубль thumbnail, устаревшая декоративная иконка, промо либо служебная графика. Не входит в комплект для разработки.",,,,download__8.html
,,asset-8a937388bd47,https://skysend.ru/cache/com_zoo/images/skrin_cpp_78bce1e472dedb47767e1f121017a75f.png,,excluded,,,,not-downloaded,excluded,,"Нерелевантный раздел, дубль thumbnail, устаревшая декоративная иконка, промо либо служебная графика. Не входит в комплект для разработки.",,,,download__3.html
,,asset-5be264045bf6,https://skysend.ru/cache/com_zoo/images/skrin_finger_0e31aa776b8c23eacd2a2f0a58506e02.png,,excluded,,,,not-downloaded,excluded,,"Нерелевантный раздел, дубль thumbnail, устаревшая декоративная иконка, промо либо служебная графика. Не входит в комплект для разработки.",,,,download__3.html
,,asset-9bc997393f9d,https://skysend.ru/cache/com_zoo/images/skrin_instruction_programming_fw_writer_10fe6f57318305d659aaa558f0c3f363.png,,excluded,,,,not-downloaded,excluded,,"Нерелевантный раздел, дубль thumbnail, устаревшая декоративная иконка, промо либо служебная графика. Не входит в комплект для разработки.",,,,download.html
,,asset-f5afcca7daab,"https://skysend.ru/cache/com_zoo/images/skrin_logotip_skymarket1,5x1_2eac90ac97117bb173090bcb99c705c9.png",,excluded,,,,not-downloaded,excluded,,"Нерелевантный раздел, дубль thumbnail, устаревшая декоративная иконка, промо либо служебная графика. Не входит в комплект для разработки.",,,,download__3.html
,,asset-10645e969f75,https://skysend.ru/cache/com_zoo/images/skrin_logotip_skymarket_3x1_813633059d486a5c32059a88f8a9d17f.png,,excluded,,,,not-downloaded,excluded,,"Нерелевантный раздел, дубль thumbnail, устаревшая декоративная иконка, промо либо служебная графика. Не входит в комплект для разработки.",,,,download__2.html
,,asset-88778148140d,https://skysend.ru/cache/com_zoo/images/skrin_logotip_skymarket_CDR_corelDRAW_322e0497bea7e4c26d87ea6a24ab713c.png,,excluded,,,,not-downloaded,excluded,,"Нерелевантный раздел, дубль thumbnail, устаревшая декоративная иконка, промо либо служебная графика. Не входит в комплект для разработки.",,,,download__2.html
,,asset-dc98175c06cd,https://skysend.ru/cache/com_zoo/images/skrin_logotip_skysend_b42724fac21c433b31179f6b5bf6f482.png,,excluded,,,,not-downloaded,excluded,,"Нерелевантный раздел, дубль thumbnail, устаревшая декоративная иконка, промо либо служебная графика. Не входит в комплект для разработки.",,,,download__4.html | download__9.html
,,asset-858bb237fa62,https://skysend.ru/cache/com_zoo/images/skrin_php_7c18b97bdd05778b4b64fd2be37f445f.png,,excluded,,,,not-downloaded,excluded,,"Нерелевантный раздел, дубль thumbnail, устаревшая декоративная иконка, промо либо служебная графика. Не входит в комплект для разработки.",,,,download__6.html
,,asset-c9778afa5036,https://skysend.ru/cache/com_zoo/images/skrin_po_9fb79d88bb466da7e7ba5648e3b2bb4c.png,,excluded,,,,not-downloaded,excluded,,"Нерелевантный раздел, дубль thumbnail, устаревшая декоративная иконка, промо либо служебная графика. Не входит в комплект для разработки.",,,,download__8.html
,,asset-71dd523b71f1,https://skysend.ru/cache/com_zoo/images/skrin_po_pos_996f793f5447249d3892c5bca8a5f0e3.png,,excluded,,,,not-downloaded,excluded,,"Нерелевантный раздел, дубль thumbnail, устаревшая декоративная иконка, промо либо служебная графика. Не входит в комплект для разработки.",,,,download__10.html
,,asset-bc9d1fa1ba9e,https://skysend.ru/cache/com_zoo/images/skrin_present_65d2ee5ea7dcbaed7ef4706938622a31.png,,excluded,,,,not-downloaded,excluded,,"Нерелевантный раздел, дубль thumbnail, устаревшая декоративная иконка, промо либо служебная графика. Не входит в комплект для разработки.",,,,download__3.html
,,asset-94a4ee722fa8,https://skysend.ru/cache/com_zoo/images/skrin_promised_payment_bef380bbd7f40d23b98baa6e244d6181.png,,excluded,,,,not-downloaded,excluded,,"Нерелевантный раздел, дубль thumbnail, устаревшая декоративная иконка, промо либо служебная графика. Не входит в комплект для разработки.",,,,download__5.html
,,asset-e76e1e750327,https://skysend.ru/cache/com_zoo/images/skrin_protokol_4e7f7521fb2fc9924463bee514db7271.png,,excluded,,,,not-downloaded,excluded,,"Нерелевантный раздел, дубль thumbnail, устаревшая декоративная иконка, промо либо служебная графика. Не входит в комплект для разработки.",,,,download__4.html
,,asset-37862ffa4266,https://skysend.ru/cache/com_zoo/images/skrin_rma_7d28a4fc3dde3f64e2398268b5eff9ac.png,,excluded,,,,not-downloaded,excluded,,"Нерелевантный раздел, дубль thumbnail, устаревшая декоративная иконка, промо либо служебная графика. Не входит в комплект для разработки.",,,,download.html
,,asset-8f88a412f956,https://skysend.ru/cache/com_zoo/images/skrin_rma_anroid_8172d397b712458b9315453c761f6356.png,,excluded,,,,not-downloaded,excluded,,"Нерелевантный раздел, дубль thumbnail, устаревшая декоративная иконка, промо либо служебная графика. Не входит в комплект для разработки.",,,,download.html
,,asset-9540afd24aca,https://skysend.ru/cache/com_zoo/images/skrin_service_mode_091686049adb9fcf74a945e3ab0620df.png,,excluded,,,,not-downloaded,excluded,,"Нерелевантный раздел, дубль thumbnail, устаревшая декоративная иконка, промо либо служебная графика. Не входит в комплект для разработки.",,,,download__2.html
,,asset-389281f18b05,https://skysend.ru/cache/com_zoo/images/skrin_supported_devices_6d25c3f6cae135229c13c55190542fd1.png,,excluded,,,,not-downloaded,excluded,,"Нерелевантный раздел, дубль thumbnail, устаревшая декоративная иконка, промо либо служебная графика. Не входит в комплект для разработки.",,,,download__6.html
,,asset-2a8541613a00,https://skysend.ru/cache/com_zoo/images/skrin_telegram_b057504b64e83ac3b80ab4b03014f15b.png,,excluded,,,,not-downloaded,excluded,,"Нерелевантный раздел, дубль thumbnail, устаревшая декоративная иконка, промо либо служебная графика. Не входит в комплект для разработки.",,,,download__7.html
,,asset-affcd5027e28,https://skysend.ru/cache/com_zoo/images/slm_853a9577e582901ea69471ffb4c661b1.png,,excluded,,,,not-downloaded,excluded,,"Нерелевантный раздел, дубль thumbnail, устаревшая декоративная иконка, промо либо служебная графика. Не входит в комплект для разработки.",,,,download__2.html
,,asset-3587982d3eec,https://skysend.ru/cache/com_zoo/images/soft_fa9d69779ee64aca5709b7b1ad1e7703.png,,excluded,,,,not-downloaded,excluded,,"Нерелевантный раздел, дубль thumbnail, устаревшая декоративная иконка, промо либо служебная графика. Не входит в комплект для разработки.",,,,download__4.html
,,asset-79bd2585b023,https://skysend.ru/cache/com_zoo/images/sphere_of_activity_dealer_d688204ed36cf2d10c4d8054801ba957.png,,excluded,,,,not-downloaded,excluded,,"Нерелевантный раздел, дубль thumbnail, устаревшая декоративная иконка, промо либо служебная графика. Не входит в комплект для разработки.",,,,download__5.html
,,asset-3b87d9f8a5df,https://skysend.ru/cache/com_zoo/images/start_dealer_2e0d26a40b0d7d0da666bf5abf63104b.png,,excluded,,,,not-downloaded,excluded,,"Нерелевантный раздел, дубль thumbnail, устаревшая декоративная иконка, промо либо служебная графика. Не входит в комплект для разработки.",,,,download__4.html
,,asset-17533379dc28,https://skysend.ru/cache/com_zoo/images/statement_analytical_reference_bb6194fcc50e1d3957ce6d35c52a1a4a.png,,excluded,,,,not-downloaded,excluded,,"Нерелевантный раздел, дубль thumbnail, устаревшая декоративная иконка, промо либо служебная графика. Не входит в комплект для разработки.",,,,download__9.html
,,asset-8b7182bd7b2b,https://skysend.ru/cache/com_zoo/images/statement_check_c27340404d82119f899169c169740af3.png,,excluded,,,,not-downloaded,excluded,,"Нерелевантный раздел, дубль thumbnail, устаревшая декоративная иконка, промо либо служебная графика. Не входит в комплект для разработки.",,,,download__7.html
,,asset-a6578c308e8b,https://skysend.ru/cache/com_zoo/images/statement_correction_0774f3ba473fe015ba8274802cce2933.png,,excluded,,,,not-downloaded,excluded,,"Нерелевантный раздел, дубль thumbnail, устаревшая декоративная иконка, промо либо служебная графика. Не входит в комплект для разработки.",,,,download__8.html
,,asset-71357b9d66cc,https://skysend.ru/cache/com_zoo/images/statement_credit_98323f7ff995b54efe3a20c4aea9ba48.png,,excluded,,,,not-downloaded,excluded,,"Нерелевантный раздел, дубль thumbnail, устаревшая декоративная иконка, промо либо служебная графика. Не входит в комплект для разработки.",,,,download.html
,,asset-83f83b0d1df5,https://skysend.ru/cache/com_zoo/images/statement_fiscal_register_be79886ea465261b6d8f08c84cf16261.png,,excluded,,,,not-downloaded,excluded,,"Нерелевантный раздел, дубль thumbnail, устаревшая декоративная иконка, промо либо служебная графика. Не входит в комплект для разработки.",,,,download__7.html
,,asset-a0bc639bbde9,https://skysend.ru/cache/com_zoo/images/statement_pkp_58ee44180d65195d7a8382add6a1431f.png,,excluded,,,,not-downloaded,excluded,,"Нерелевантный раздел, дубль thumbnail, устаревшая декоративная иконка, промо либо служебная графика. Не входит в комплект для разработки.",,,,download__2.html
,,asset-715e8adcc82d,https://skysend.ru/cache/com_zoo/images/statement_technical_analysis_22fd6fb93ee2ad77168cf8d9328b4804.png,,excluded,,,,not-downloaded,excluded,,"Нерелевантный раздел, дубль thumbnail, устаревшая декоративная иконка, промо либо служебная графика. Не входит в комплект для разработки.",,,,download__6.html
image/png,False,asset-1ae028f8065c,https://skysend.ru/images/Logotip_SkyMarket_15x1.png,assets/originals/Logotip_SkyMarket_15x1.png,brand,1301,910,102660,verified,approved-original,global.brand / software.brand,Официальный оригинал. Для SkySend предпочтителен logotip_skysend.svg; не обводить растр заново.,48b3e0957e328e4d46605396a6d5b017b1b07a72db2b5679750789ffb0f75bf6,,,partners__suppliers__connectingto-finger.html | partners__suppliers__connectingto-skysend.html | partners__suppliers__directory-of-products.html | partners__suppliers__ease-of-interaction.html | partners__suppliers__freeconnection.html | partners__suppliers__increase-sales.html | partners__suppliers__integration-in-xml.html | partners__suppliers__sales-network-products.html | partners__suppliers__work-in-the-office.html
image/jpeg,False,asset-140d08e33742,https://skysend.ru/images/Shema-klasternoy-sistemy-SkySend.jpeg,assets/originals/Shema-klasternoy-sistemy-SkySend.jpeg,architecture-reference,3508,2478,876881,verified,reference-only,software.xml / partners.providers,Историческая схема для проверки смысла. Перерисовать в простую SVG схему с текстовым эквивалентом; не публиковать неподтверждённую актуальную топологию.,6d263b2ce6103decbebf5e2404e76ec606cd946f9a288954654f9c743d32df8a,,,partners__providers__automate-reporting.html | partners__providers__connecting-to-finger.html | partners__providers__connecting-to-skysend.html | partners__providers__free-connection.html | partners__providers__high-speed.html | partners__providers__partnership.html | partners__providers__payment-collection.html | partners__providers__placing-terminals.html | partners__providers__privacy-policy.html
,,asset-be75797dad48,https://skysend.ru/images/Sky/24h.png,,excluded,,,,not-downloaded,excluded,,"Нерелевантный раздел, дубль thumbnail, устаревшая декоративная иконка, промо либо служебная графика. Не входит в комплект для разработки.",,,,benefits__online-support.html | partners__gateway__round-the-clock-support.html
,,asset-3a6e1bc67ea0,https://skysend.ru/images/Sky/check.png,,excluded,,,,not-downloaded,excluded,,"Нерелевантный раздел, дубль thumbnail, устаревшая декоративная иконка, промо либо служебная графика. Не входит в комплект для разработки.",,,,partners__advertisers__advertising-on-the-check.html
,,asset-054cd029bee2,https://skysend.ru/images/Sky/fast.png,,excluded,,,,not-downloaded,excluded,,"Нерелевантный раздел, дубль thumbnail, устаревшая декоративная иконка, промо либо служебная графика. Не входит в комплект для разработки.",,,,partners__gateway__connect-providers.html | partners__gateway__quick-start.html
,,asset-7da5a5d5acdb,https://skysend.ru/images/Sky/instagram-logo.png,,excluded,,,,not-downloaded,excluded,,"Нерелевантный раздел, дубль thumbnail, устаревшая декоративная иконка, промо либо служебная графика. Не входит в комплект для разработки.",,,,about.html | about__feedback.html | about__geografiy.html | about__history.html | about__jobs.html | about__leaders.html | about__leaders__belyaeva-olga-konstantinovna.html | about__leaders__ignatev-alexey-nikolaevich.html | about__leaders__lifanova-natalya-vladimirovna.html | about__leaders__starodub-igor-vladimirovich.html | about__leaders__stepina-anna-anatolevna.html | about__news.html | about__news__201-business-mission-az.html | about__news__202-support-older-versions.html | about__news__203-connecting-terminals.html | about__news__205-18.html | about__news__76-sweetstock.html | about__our-goals.html | about__providers.html | allvend.html | autorally.html | benefits.html | benefits__exclusive-innovations.html | benefits__highest-award.html | benefits__lower-costs.html | benefits__online-support.html | benefits__protection-of-data.html | benefits__stable-job.html | benefits__the-high-speed.html | buy.html | buy__accessories.html | buy__accessories__acceptor.html | buy__accessories__fiscal-registrars.html | buy__accessories__hardware.html | buy__accessories__modems.html | buy__accessories__other-parts.html | buy__accessories__printers.html | buy__accessories__touch-screens-and-monitors.html | buy__fingerprint.html | buy__fiscal-server.html | buy__flash-drives.html | buy__payment-terminals.html | component__k2__item__16__411c1b7a.html | download.html | download__10.html | download__11.html | download__2.html | download__3.html | download__4.html | download__5.html | download__6.html | download__7.html | download__8.html | download__9.html | home.html | partners.html | partners__advertisers__advertising-on-the-check.html | partners__advertisers__efficiency.html | partners__advertisers__information.html | partners__advertisers__online-sms-delivery.html | partners__advertisers__partnerships.html | partners__advertisers__price.html | partners__advertisers__statistics-shows.html | partners__advertisers__targeting.html | partners__advertisers__videoadvertising.html | partners__agent__buy-terminals.html | partners__agent__cost-reduction.html | partners__agent__fingerprint-scanner.html | partners__agent__income.html | partners__agent__information.html | partners__agent__innovation.html | partners__agent__remote-control.html | partners__agent__rma.html | partners__agent__stable-work.html | partners__agent__transfer-terminal.html | partners__gateway__buy-terminal.html | partners__gateway__connect-providers.html | partners__gateway__high-reward.html | partners__gateway__highspeed.html | partners__gateway__information.html | partners__gateway__operator-point.html | partners__gateway__quick-start.html | partners__gateway__round-the-clock-support.html | partners__gateway__translate-terminal.html | partners__gateway__xml.html | partners__providers__automate-reporting.html | partners__providers__connecting-to-finger.html | partners__providers__connecting-to-skysend.html | partners__providers__free-connection.html | partners__providers__high-speed.html | partners__providers__information.html | partners__providers__partnership.html | partners__providers__payment-collection.html | partners__providers__placing-terminals.html | partners__providers__privacy-policy.html | partners__representatives__cashier-in-the-region.html | partners__representatives__connecting-players.html | partners__representatives__dealer-discounts.html | partners__representatives__exclusivity-in-the-region.html | partners__representatives__items-of-income.html | partners__representatives__mastering-directions.html | partners__representatives__predstavitelyam.html | partners__representatives__publication-of-information.html | partners__representatives__running-banks-fps.html | partners__suppliers__connectingto-finger.html | partners__suppliers__connectingto-skysend.html | partners__suppliers__directory-of-products.html | partners__suppliers__ease-of-interaction.html | partners__suppliers__freeconnection.html | partners__suppliers__increase-sales.html | partners__suppliers__information.html | partners__suppliers__integration-in-xml.html | partners__suppliers__sales-network-products.html | partners__suppliers__work-in-the-office.html | pravila-sistemy.html | program.html | program__finger.html | program__rma-android.html | program__rma-pc.html | program__software-for-pos-terminal.html | program__terminal-software.html | program__xml-gateway.html
,,asset-b65165691dec,https://skysend.ru/images/Sky/kontakt/ignatiev.jpg,,excluded,,,,not-downloaded,excluded,,"Нерелевантный раздел, дубль thumbnail, устаревшая декоративная иконка, промо либо служебная графика. Не входит в комплект для разработки.",,,,about__leaders.html | about__leaders__ignatev-alexey-nikolaevich.html
,,asset-bfd866e84fb4,https://skysend.ru/images/Sky/kontakt/stepina.jpg,,excluded,,,,not-downloaded,excluded,,"Нерелевантный раздел, дубль thumbnail, устаревшая декоративная иконка, промо либо служебная графика. Не входит в комплект для разработки.",,,,about__leaders.html | about__leaders__stepina-anna-anatolevna.html
